Movie ID,Title,Genre,Language,Production House,Release Date,Country,Budget (M USD),Duration (mins),Opening Day Collection (M USD),Weekend Collection (M USD),Lifetime Gross (M USD),Number of Screens,IMAX/3D Available,IMDb Rating,Rotten Tomatoes Score,Audience Reviews,Domestic Collection (M USD),International Collection (M USD),Distribution Company,Marketing Budget (M USD)
MOV1860,Movie 1495,Thriller,Japanese,Paramount,20:58.5,South Korea,210.57,149,25.29,43.35,415.83,1702,Yes,5.4,60,268051,302.99,112.84,Fox Studios,54.63
MOV3325,Movie 1496,Romance,Chinese,Netflix Originals,20:58.5,USA,265.51,179,26.27,52.96,225.83,1050,Yes,6.7,41,227616,144.72,81.11,Paramount,42.66
MOV3586,Movie 1497,Horror,English,Universal,20:58.5,USA,68.86,175,12.99,26.93,201.75,3263,No,7.3,88,416792,159.49,42.26,Amazon Prime,30.65
MOV3714,Movie 1498,Romance,Hindi,Universal,20:58.5,France,222.39,109,7.62,21.37,88.25,4095,Yes,6.4,34,278405,48.55,39.7,Fox Studios,25.3
MOV3568,Movie 1499,Horror,Tamil,Warner Bros,20:58.5,Germany,148.22,179,43.03,126.09,682.86,2195,No,5.3,84,300086,474.15,208.71,Fox Studios,47.51
MOV7404,Movie 1500,Comedy,French,Universal,20:58.5,USA,285.84,82,8.98,17.23,76.27,2961,Yes,5.1,43,169614,57.58,18.69,Sony Pictures,55.31
MOV1323,Movie 1501,Romance,Tamil,Netflix Originals,20:58.5,China,113.48,155,16.62,40.09,93.94,4206,No,4.5,61,207531,55.96,37.98,Amazon Prime,34.26
MOV9601,Movie 1502,Adventure,English,Warner Bros,20:58.5,France,161.5,169,36.81,86.2,569.27,2904,No,9.3,92,163185,399.11,170.16,Fox Studios,56.41
MOV2124,Movie 1503,Drama,German,Warner Bros,20:58.5,South Korea,12.48,95,4.98,10.27,48.25,3544,Yes,5.1,69,181981,36.68,11.57,Sony Pictures,1.67
MOV3164,Movie 1504,Animation,English,Fox Studios,20:58.5,Japan,15.21,162,19.23,57.15,158.56,2361,Yes,5.6,38,5161,116.04,42.52,Warner Bros,1.78
MOV6143,Movie 1505,Comedy,Telugu,Paramount,20:58.5,Germany,278.34,111,33.57,83.87,258.83,3680,Yes,8.5,54,468447,149.23,109.6,Fox Studios,94.98
MOV7433,Movie 1506,Adventure,Hindi,Sony Pictures,20:58.5,India,261.44,149,11.15,22.06,104.58,1856,Yes,5.3,76,238961,81.56,23.02,Paramount,97.65
MOV8010,Movie 1507,Thriller,Tamil,Paramount,20:58.5,USA,88.23,109,1.84,4.2,33.52,4982,Yes,10,44,478092,21.21,12.31,Warner Bros,16.61
MOV2621,Movie 1508,Animation,Tamil,Universal,20:58.5,India,6.61,95,26.86,46.42,187.78,595,Yes,4.4,26,97164,123.5,64.28,Warner Bros,1.56
MOV6910,Movie 1509,Romance,English,Warner Bros,20:58.5,Germany,70.43,152,26.72,52.09,284.13,3233,No,4.2,93,138048,143.62,140.51,Sony Pictures,9.01
MOV7348,Movie 1510,Horror,German,Netflix Originals,20:58.5,China,29.23,110,43.18,75.17,507.95,4125,No,5.8,25,427175,406.29,101.66,Amazon Prime,12.9
MOV2718,Movie 1511,Adventure,German,Warner Bros,20:58.5,South Korea,277.32,163,6.61,18.48,160.44,1207,No,9.1,59,262311,83.03,77.41,Fox Studios,77.5
MOV2962,Movie 1512,Drama,English,Netflix Originals,20:58.5,Japan,154.37,124,28.31,68.6,150.24,2070,No,6,93,71325,110.85,39.39,Warner Bros,60.36
MOV1944,Movie 1513,Animation,Tamil,Warner Bros,20:58.5,India,230.73,108,46.12,113.69,851.56,4472,No,6.4,27,348456,514.6,336.96,Amazon Prime,72.54
MOV7434,Movie 1514,Comedy,Telugu,Fox Studios,20:58.5,South Korea,268.85,81,9.2,16.58,116.76,720,Yes,6.3,64,20750,84.39,32.37,Warner Bros,92.77
MOV8188,Movie 1515,Animation,Chinese,Fox Studios,20:58.5,UK,191.61,103,19.71,44.42,405.19,639,No,4.8,96,250059,278.18,127.01,Amazon Prime,55.02
MOV1279,Movie 1516,Romance,Spanish,Fox Studios,20:58.5,UK,232.08,116,49.96,115.49,830.89,1540,Yes,7.3,40,165998,638.82,192.07,Warner Bros,48.01
MOV8936,Movie 1517,Animation,French,Fox Studios,20:58.5,India,109.97,177,41.16,80.93,572.6,1783,No,4.2,75,216501,288.78,283.82,Amazon Prime,39.86
MOV8295,Movie 1518,Adventure,Tamil,Warner Bros,20:58.5,China,56.33,88,25.6,69.07,216.96,3385,Yes,7.8,78,481996,115.45,101.51,Netflix,18.25
MOV1879,Movie 1519,Sci-Fi,Hindi,Paramount,20:58.5,France,260.58,170,48.54,110.78,487.99,3129,Yes,8.5,25,480087,286.06,201.93,Warner Bros,59.65
MOV8140,Movie 1520,Horror,Korean,Sony Pictures,20:58.5,Japan,209.3,126,42.86,79.94,401.98,3155,Yes,9.1,91,358817,277.24,124.74,Fox Studios,92.26
MOV5144,Movie 1521,Drama,Japanese,Sony Pictures,20:58.5,USA,181.9,144,13.26,30.63,262.95,3848,Yes,8.4,53,301499,155.59,107.36,Netflix,74.98
MOV3498,Movie 1522,Thriller,Spanish,Warner Bros,20:58.5,China,262.85,179,11.47,31.47,218.69,1543,Yes,8.6,67,246445,134.75,83.94,Amazon Prime,26.97
MOV1160,Movie 1523,Drama,Korean,Warner Bros,20:58.5,France,145.54,117,31.09,62.67,310.57,1065,No,9,39,75677,171.42,139.15,Warner Bros,37
MOV9017,Movie 1524,Comedy,Spanish,Netflix Originals,20:58.5,UK,205.1,173,8.53,17.48,136.62,588,Yes,4.4,29,9413,97.97,38.65,Sony Pictures,95.79
MOV1768,Movie 1525,Romance,Tamil,Warner Bros,20:58.5,South Korea,91.63,82,11.47,25.94,144.88,4433,No,7.3,87,321663,96.64,48.24,Amazon Prime,32.31
MOV8838,Movie 1526,Horror,Spanish,Universal,20:58.5,Germany,32.72,80,47.29,113.46,1086.5,2058,No,8.3,65,33043,613.1,473.4,Fox Studios,5.54
MOV9709,Movie 1527,Sci-Fi,Japanese,Disney,20:58.5,South Korea,193.46,101,35.36,68.81,271.25,1867,No,5.5,76,238168,140.57,130.68,Paramount,60.27
MOV4080,Movie 1528,Sci-Fi,Japanese,Fox Studios,20:58.5,South Korea,251.06,123,34.83,82.61,542.69,2132,No,4.2,86,324044,311.92,230.77,Fox Studios,106.14
MOV5225,Movie 1529,Action,English,Warner Bros,20:58.5,India,8.54,120,37.26,73.67,547.67,1236,Yes,7.4,68,113481,406.02,141.65,Fox Studios,1.26
MOV2038,Movie 1530,Horror,Spanish,Fox Studios,20:58.5,India,15.03,94,41.73,111.69,655.54,2449,No,9.4,80,173134,473.2,182.34,Paramount,3.59
MOV5417,Movie 1531,Horror,English,Disney,20:58.5,South Korea,298.66,133,6.28,11.04,110.35,2326,Yes,8.5,55,148401,59.73,50.62,Netflix,132.01
MOV7457,Movie 1532,Sci-Fi,Tamil,Sony Pictures,20:58.5,South Korea,84.51,97,11.25,20.95,42.84,1829,Yes,5.9,83,441203,23.53,19.31,Fox Studios,27.47
MOV7906,Movie 1533,Drama,French,Warner Bros,20:58.5,USA,174,122,46.67,139.39,998,2877,No,8.5,47,1398,788.66,209.34,Sony Pictures,44.52
MOV1598,Movie 1534,Drama,English,Warner Bros,20:58.5,Germany,67.73,87,14.82,31.13,242.07,3912,Yes,7.5,95,78116,138.1,103.97,Sony Pictures,15.46
MOV4959,Movie 1535,Thriller,French,Netflix Originals,20:58.5,France,264.48,125,45.19,90.17,622.07,3867,No,4.4,29,300920,484.25,137.82,Warner Bros,42.1
MOV7056,Movie 1536,Sci-Fi,Telugu,Warner Bros,20:58.5,France,293.95,85,24.88,52.84,388.14,4336,Yes,5.6,82,163325,264.42,123.72,Netflix,52.84
MOV2339,Movie 1537,Action,Korean,Warner Bros,20:58.5,Japan,242.26,122,45.07,130.26,285.87,2133,Yes,9.1,32,264424,225.62,60.25,Netflix,44.54
MOV8209,Movie 1538,Romance,Chinese,Disney,20:58.5,China,169.25,105,8.21,13.47,126.91,3567,Yes,6.4,80,411327,98.42,28.49,Sony Pictures,75.35
MOV3097,Movie 1539,Animation,Chinese,Fox Studios,20:58.5,USA,245.74,120,24.09,40.84,353.46,719,Yes,9.6,37,63799,189.6,163.86,Netflix,118.41
MOV6923,Movie 1540,Animation,Korean,Fox Studios,20:58.5,South Korea,201.46,119,45.24,97.91,481.29,1253,No,9.5,54,5200,287.51,193.78,Paramount,87.32
MOV8180,Movie 1541,Action,English,Netflix Originals,20:58.5,India,297.22,99,4.32,10.27,23.06,1326,Yes,6.3,80,321707,13.02,10.04,Paramount,144.27
MOV8162,Movie 1542,Animation,Hindi,Netflix Originals,20:58.5,USA,266.31,173,12.89,33.02,229.89,3703,Yes,7.1,65,326331,119.15,110.74,Fox Studios,91.59
MOV6372,Movie 1543,Romance,Telugu,Paramount,20:58.5,South Korea,128.85,93,37.69,111.34,457.83,4381,No,9.3,59,447402,362.51,95.32,Paramount,33.93
MOV9778,Movie 1544,Comedy,French,Paramount,20:58.5,UK,287.01,137,34.24,95.03,666.8,3695,No,4.2,82,338239,512.49,154.31,Fox Studios,70.28
MOV5239,Movie 1545,Thriller,Tamil,Netflix Originals,20:58.5,UK,295.46,110,31.08,69.4,277.44,2765,Yes,5.8,59,259420,178.29,99.15,Paramount,89.2
MOV8131,Movie 1546,Adventure,Chinese,Universal,20:58.5,China,181.74,101,5.1,11.95,106.91,603,Yes,8.2,94,353207,63.8,43.11,Fox Studios,47.65
MOV7728,Movie 1547,Romance,Chinese,Fox Studios,20:58.5,France,80.53,156,32.31,77.45,728.55,1166,No,9.4,61,461903,505.98,222.57,Fox Studios,23.53
MOV5535,Movie 1548,Comedy,Chinese,Paramount,20:58.5,South Korea,39.73,150,43.84,116.05,565.43,4426,Yes,7,99,135530,341.46,223.97,Sony Pictures,16.83
MOV8472,Movie 1549,Sci-Fi,Telugu,Netflix Originals,20:58.5,UK,77.38,149,10.96,26.21,99.64,659,No,5.7,30,132375,55.89,43.75,Amazon Prime,17.16
MOV3746,Movie 1550,Drama,French,Netflix Originals,20:58.5,India,133.16,107,25.21,40.46,404.54,3190,No,6.6,78,27920,318.45,86.09,Amazon Prime,61.25
MOV2276,Movie 1551,Action,French,Universal,20:58.5,UK,241.1,102,48.31,106.18,1050.58,2534,No,4.1,60,137850,667.26,383.32,Fox Studios,28.83
MOV2155,Movie 1552,Drama,Japanese,Sony Pictures,20:58.5,UK,271.19,136,26.29,41.41,178.02,3628,Yes,4.8,21,202529,120.9,57.12,Fox Studios,95.81
MOV7884,Movie 1553,Animation,Spanish,Sony Pictures,20:58.5,Germany,256.76,120,39.22,89.95,530.84,4805,No,8.5,21,274334,412.87,117.97,Netflix,68.13
MOV4855,Movie 1554,Comedy,Korean,Sony Pictures,20:58.5,India,107.93,180,8.99,18.96,82.21,2881,No,9.5,55,459348,53.74,28.47,Paramount,27.24
MOV4246,Movie 1555,Thriller,French,Disney,20:58.5,USA,265.16,165,26.32,50.91,122.03,2944,Yes,5.9,37,291066,96.73,25.3,Amazon Prime,72.9
MOV3916,Movie 1556,Sci-Fi,English,Netflix Originals,20:58.5,Germany,137.18,118,43.95,99.07,718.12,4006,Yes,6.3,26,7854,385.24,332.88,Warner Bros,47.76
MOV7342,Movie 1557,Romance,Japanese,Disney,20:58.5,France,42.11,157,20.84,40.71,335.45,2216,No,5.4,41,151020,180.42,155.03,Sony Pictures,9.5
MOV1089,Movie 1558,Adventure,English,Fox Studios,20:58.5,France,234.09,106,18.35,48.41,259.83,3083,No,4.4,31,346854,206.84,52.99,Sony Pictures,49.66
MOV5357,Movie 1559,Romance,French,Warner Bros,20:58.5,USA,1.17,96,33.32,84.49,180.28,3975,No,4.7,56,72995,141.97,38.31,Fox Studios,0.2
MOV9335,Movie 1560,Thriller,Spanish,Warner Bros,20:58.5,Germany,214.33,125,43.61,130.2,433.98,3342,Yes,4.1,40,413189,300.95,133.03,Amazon Prime,28.76
MOV2490,Movie 1561,Thriller,French,Disney,20:58.5,USA,192.25,122,22.97,46.91,172.39,4265,No,9.9,37,307084,116.74,55.65,Netflix,45.49
MOV5956,Movie 1562,Horror,Telugu,Sony Pictures,20:58.5,China,65.23,173,42.17,64.25,532.77,1089,No,5.4,60,21390,350.01,182.76,Paramount,32.46
MOV8188,Movie 1563,Sci-Fi,Japanese,Netflix Originals,20:58.5,France,16.32,81,9.29,15.74,52.21,511,Yes,9.6,65,307263,29.91,22.3,Fox Studios,3.59
MOV3368,Movie 1564,Romance,Spanish,Disney,20:58.5,India,56.36,104,47.77,122.03,1200.44,4317,No,6.3,94,332385,628.18,572.26,Netflix,10.17
MOV5057,Movie 1565,Action,French,Disney,20:58.5,India,233.9,102,6.38,18.08,175.87,4353,No,8,69,251476,94.84,81.03,Fox Studios,54.64
MOV2588,Movie 1566,Sci-Fi,German,Netflix Originals,20:58.5,France,266.59,143,8.79,16.24,99.98,2153,Yes,5.4,24,422275,59.14,40.84,Fox Studios,76.85
MOV5645,Movie 1567,Drama,Hindi,Fox Studios,20:58.5,Germany,20.94,177,17.98,29.66,274.53,3865,Yes,5.7,57,130882,137.92,136.61,Paramount,2.45
MOV8509,Movie 1568,Sci-Fi,Japanese,Universal,20:58.5,USA,285.63,144,9.66,20.6,179.53,721,No,5.2,41,408568,121.95,57.58,Amazon Prime,121.59
MOV9837,Movie 1569,Adventure,English,Warner Bros,20:58.5,China,97.12,122,16.1,32.32,318.79,1963,Yes,4.3,54,269800,254.27,64.52,Sony Pictures,29.99
MOV6621,Movie 1570,Action,English,Fox Studios,20:58.5,USA,96.19,108,16.14,45.54,266.45,2680,Yes,5.7,58,185234,157.05,109.4,Paramount,32.08
MOV6448,Movie 1571,Adventure,French,Paramount,20:58.5,Japan,173.33,149,4.71,10,57.87,4865,Yes,9.4,75,365840,40.45,17.42,Netflix,19.71
MOV3753,Movie 1572,Comedy,Chinese,Warner Bros,20:58.5,India,292.41,117,47.83,100.36,386.16,1063,Yes,7.3,70,216592,262.03,124.13,Warner Bros,47.09
MOV2030,Movie 1573,Comedy,Spanish,Warner Bros,20:58.5,France,124.97,81,18.88,29.52,252.24,4855,Yes,7.2,56,279808,157.49,94.75,Sony Pictures,19.42
MOV3355,Movie 1574,Sci-Fi,French,Paramount,20:58.5,France,222.66,82,45.66,111.25,226.77,3239,Yes,6.4,44,289727,149.15,77.62,Fox Studios,79.34
MOV8674,Movie 1575,Sci-Fi,Korean,Sony Pictures,20:58.5,UK,44.87,99,42.32,76.67,656.1,2515,No,4.3,48,429882,400.72,255.38,Warner Bros,8.59
MOV1924,Movie 1576,Drama,French,Sony Pictures,20:58.5,India,52,143,37.54,104.05,744.87,4972,Yes,7.8,43,23467,421.45,323.42,Paramount,23.71
MOV6859,Movie 1577,Action,Spanish,Universal,20:58.5,UK,115.61,85,1.69,4.69,46.04,4854,No,7.3,77,147558,26.08,19.96,Warner Bros,53.9
MOV8136,Movie 1578,Romance,Korean,Disney,20:58.5,China,29.97,117,3.91,8.45,62.31,1702,No,9.7,91,273752,41.19,21.12,Warner Bros,6.34
MOV3942,Movie 1579,Comedy,Hindi,Fox Studios,20:58.5,Japan,249.1,154,6.57,18.28,49.89,1770,No,9,90,191667,33.83,16.06,Fox Studios,47.38
MOV8540,Movie 1580,Romance,German,Netflix Originals,20:58.5,UK,122.86,177,44.98,111.15,824.96,2011,No,5.4,81,353682,429.93,395.03,Warner Bros,36.64
MOV5743,Movie 1581,Sci-Fi,German,Universal,20:58.5,South Korea,182.13,172,42.12,109.64,908.18,813,No,5.9,49,412995,599.34,308.84,Warner Bros,41.08
MOV3122,Movie 1582,Adventure,Tamil,Disney,20:58.5,UK,8.21,84,8.63,19.83,75.17,3664,No,6.5,40,187522,54.57,20.6,Paramount,1.08
MOV8020,Movie 1583,Drama,Tamil,Netflix Originals,20:58.5,Japan,113.93,145,34.91,101.72,472.36,1026,No,6.1,32,38616,266.76,205.6,Warner Bros,28.51
MOV6411,Movie 1584,Sci-Fi,Japanese,Fox Studios,20:58.5,UK,28.66,175,2.42,6.49,61.64,1526,No,7.8,41,186249,32.97,28.67,Amazon Prime,2.98
MOV4309,Movie 1585,Sci-Fi,German,Disney,20:58.5,France,234.97,129,31.69,68.13,173.1,3943,Yes,5.9,58,173690,92.1,81,Warner Bros,48.96
MOV7259,Movie 1586,Sci-Fi,English,Disney,20:58.5,India,203.53,136,25.15,72.19,166.98,1650,No,7.3,59,59159,87.49,79.49,Fox Studios,94.69
MOV4990,Movie 1587,Sci-Fi,German,Fox Studios,20:58.5,China,288.18,102,22.52,59.28,293.11,917,Yes,9.1,62,140117,196.53,96.58,Warner Bros,32.35
MOV3717,Movie 1588,Drama,Tamil,Fox Studios,20:58.5,India,139.21,81,16.35,26.12,195.98,3601,Yes,7.8,22,300184,134.93,61.05,Warner Bros,40.14
MOV6547,Movie 1589,Romance,Telugu,Netflix Originals,20:58.5,South Korea,113.48,99,21.66,37.16,174.05,4841,No,9.8,81,294153,100.87,73.18,Amazon Prime,23.13
MOV1129,Movie 1590,Thriller,Chinese,Sony Pictures,20:58.5,South Korea,38.85,149,12.61,37.07,90.66,2930,No,4.5,22,134845,61.5,29.16,Fox Studios,5.53
MOV2272,Movie 1591,Romance,Hindi,Netflix Originals,20:58.5,Japan,65.7,97,33.76,71.33,697.25,3843,No,6,28,350535,424.14,273.11,Sony Pictures,19.26
MOV8645,Movie 1592,Animation,Telugu,Netflix Originals,20:58.5,UK,225.45,105,28.6,78.65,625.69,757,No,9,58,408154,356.35,269.34,Warner Bros,31.03
MOV7042,Movie 1593,Comedy,Tamil,Universal,20:58.5,France,159.42,97,5.4,12.88,96.35,2182,Yes,9.6,77,170191,68.9,27.45,Amazon Prime,64.11
MOV7654,Movie 1594,Drama,French,Netflix Originals,20:58.5,USA,195.9,163,5.63,10.64,79.63,3298,No,4.8,36,311640,56.99,22.64,Paramount,83.95
MOV7793,Movie 1595,Animation,Hindi,Universal,20:58.5,Germany,265.25,150,31.92,64.36,172.31,1299,No,9.5,20,104392,126.51,45.8,Warner Bros,117.23
MOV8007,Movie 1596,Animation,Telugu,Universal,20:58.5,UK,57.45,155,23.42,46.45,432.6,1026,No,9.2,36,52104,263.58,169.02,Warner Bros,22.9
MOV3324,Movie 1597,Adventure,German,Fox Studios,20:58.5,UK,104.49,82,9.8,16.91,140.13,2269,Yes,9.2,45,425526,70.35,69.78,Sony Pictures,50.67
MOV7347,Movie 1598,Drama,German,Warner Bros,20:58.5,Germany,70.92,168,10.94,22.49,83.04,4898,No,10,45,384602,55.66,27.38,Warner Bros,16.63
MOV7049,Movie 1599,Romance,Hindi,Netflix Originals,20:58.5,Germany,182.54,85,47.4,106.89,369.39,4593,No,9.5,90,107237,261.93,107.46,Paramount,40.26
MOV1102,Movie 1600,Horror,German,Warner Bros,20:58.5,France,198.86,131,39.37,105.33,838.4,4578,No,5.6,60,119699,432.34,406.06,Fox Studios,93.81
MOV2826,Movie 1601,Comedy,Telugu,Universal,20:58.5,India,173.58,141,21.24,57.71,568.87,2044,Yes,7.4,89,301423,375.89,192.98,Paramount,22.52
MOV2090,Movie 1602,Thriller,French,Warner Bros,20:58.5,India,93.5,179,33.1,53.46,192.09,3551,Yes,7.3,25,288008,143.96,48.13,Sony Pictures,17.92
MOV6293,Movie 1603,Thriller,German,Fox Studios,20:58.5,USA,144.96,117,7.39,19.54,41.67,4596,No,5.4,60,333267,31.97,9.7,Netflix,41.58
MOV9345,Movie 1604,Adventure,Chinese,Fox Studios,20:58.5,UK,252.1,175,40.22,94.22,850.78,2101,No,6.7,41,333939,495.32,355.46,Sony Pictures,120.92
MOV9205,Movie 1605,Sci-Fi,Spanish,Sony Pictures,20:58.5,China,271.64,110,49.44,100.26,719.84,3692,No,5.8,23,31417,506.82,213.02,Fox Studios,91.22
MOV4323,Movie 1606,Sci-Fi,Telugu,Fox Studios,20:58.5,UK,130.82,92,13.95,28.17,183.48,2698,No,4.6,54,392458,142.27,41.21,Paramount,62.39
MOV8758,Movie 1607,Action,Korean,Universal,20:58.5,India,243.02,158,40.81,72.39,215.99,918,Yes,4.2,82,66988,139.96,76.03,Sony Pictures,115.85
MOV4705,Movie 1608,Adventure,Japanese,Disney,20:58.5,UK,96.05,140,12,33.96,338.56,3714,No,4.3,51,126308,261.25,77.31,Amazon Prime,44.06
MOV6852,Movie 1609,Comedy,Telugu,Sony Pictures,20:58.5,South Korea,62.07,94,40.63,72.88,485.01,2243,No,4.4,46,134815,248.97,236.04,Warner Bros,15.22
MOV1208,Movie 1610,Thriller,English,Disney,20:58.5,South Korea,9.47,118,20.05,58.27,458.95,2795,Yes,6,93,187983,249.83,209.12,Sony Pictures,2.14
MOV1639,Movie 1611,Horror,Japanese,Disney,20:58.5,Japan,113.31,146,25.9,55.18,466.7,1697,No,6.3,99,303443,335.26,131.44,Paramount,20.86
MOV4595,Movie 1612,Drama,Telugu,Sony Pictures,20:58.5,USA,75.71,174,43.56,82.8,529.08,2689,No,5.3,92,442955,399.77,129.31,Amazon Prime,30.52
MOV3614,Movie 1613,Action,English,Universal,20:58.5,UK,191.36,173,19.88,46.18,234.21,2944,Yes,8.7,81,83866,152.02,82.19,Paramount,43.86
MOV7702,Movie 1614,Comedy,French,Sony Pictures,20:58.5,USA,147.88,161,48.14,78.58,292.61,884,No,4.9,59,249940,222.22,70.39,Netflix,67.78
MOV2881,Movie 1615,Action,Korean,Universal,20:58.5,UK,117.54,106,33.07,57.78,566.25,1777,Yes,6.5,23,304703,349.29,216.96,Fox Studios,55.67
MOV7499,Movie 1616,Romance,Hindi,Netflix Originals,20:58.5,Japan,114.91,130,48.91,112.99,574.35,3827,Yes,9.9,79,317856,416.78,157.57,Amazon Prime,42.92
MOV7618,Movie 1617,Sci-Fi,Korean,Warner Bros,20:58.5,Germany,164.28,168,2.71,4.87,20.2,2341,Yes,5.7,39,80333,15.07,5.13,Netflix,71.06
MOV5459,Movie 1618,Sci-Fi,French,Disney,20:58.5,Germany,30.2,104,46.7,113.17,467.66,3419,No,8.7,40,267074,354.61,113.05,Amazon Prime,12.53
MOV4212,Movie 1619,Horror,Telugu,Netflix Originals,20:58.5,China,236.18,83,33.88,85.27,687.65,4154,Yes,4.3,87,402923,412.73,274.92,Paramount,38.03
MOV3974,Movie 1620,Animation,Chinese,Universal,20:58.5,Germany,15.29,119,13.62,22.71,198.21,2261,Yes,7.4,77,366121,151.56,46.65,Netflix,7.59
MOV4446,Movie 1621,Thriller,French,Fox Studios,20:58.5,UK,265.66,156,48.48,90.22,584.74,3297,No,6.3,79,80805,415.23,169.51,Netflix,119.12
MOV4155,Movie 1622,Sci-Fi,French,Disney,20:58.5,China,248.25,131,34.08,58.7,341.97,1075,Yes,7.5,77,236488,226.56,115.41,Fox Studios,104.36
MOV4191,Movie 1623,Adventure,Korean,Sony Pictures,20:58.5,South Korea,99.57,138,42.96,107.33,247.89,3720,No,4.9,24,485949,192.55,55.34,Amazon Prime,44.29
MOV5040,Movie 1624,Drama,Telugu,Paramount,20:58.5,China,3.89,142,4.95,11.21,57.71,4305,No,9.3,86,325176,31.05,26.66,Netflix,1.25
MOV4574,Movie 1625,Action,Hindi,Fox Studios,20:58.5,France,67.27,170,43.95,71.25,562.53,2453,No,8.3,96,404935,443.09,119.44,Paramount,12.22
MOV5356,Movie 1626,Action,Chinese,Universal,20:58.5,Japan,266.71,163,10.23,19.83,179.28,4894,No,9.7,42,211551,96.66,82.62,Paramount,108.57
MOV3135,Movie 1627,Horror,Japanese,Netflix Originals,20:58.5,Japan,93.1,113,20.36,41.07,285.93,3760,No,5.2,65,495359,220.91,65.02,Warner Bros,15.61
MOV4783,Movie 1628,Drama,Telugu,Disney,20:58.5,Japan,273.27,180,4.63,7.81,74.28,3149,No,4.4,76,143229,42.78,31.5,Amazon Prime,27.9
MOV9822,Movie 1629,Romance,French,Universal,20:58.5,South Korea,289.32,171,21.48,53.8,318.91,865,Yes,5.3,96,299620,227.34,91.57,Netflix,49.58
MOV2409,Movie 1630,Sci-Fi,Japanese,Warner Bros,20:58.5,UK,28.12,100,35.38,75.88,255.64,1383,No,8.8,88,300615,176.17,79.47,Sony Pictures,9.59
MOV1126,Movie 1631,Animation,Hindi,Universal,20:58.5,Japan,279.94,169,28.65,54.23,515.84,1903,No,8.9,52,268264,342.93,172.91,Sony Pictures,139.55
MOV4539,Movie 1632,Horror,German,Paramount,20:58.5,France,75.79,179,3.34,5.97,44.4,4242,Yes,7.6,67,435102,26.62,17.78,Fox Studios,13.38
MOV6582,Movie 1633,Adventure,English,Sony Pictures,20:58.5,USA,217.57,152,40.35,108.95,328.43,3290,No,9.8,28,269749,226.66,101.77,Netflix,67.74
MOV7659,Movie 1634,Comedy,Chinese,Fox Studios,20:58.5,UK,295.95,95,43.63,121.49,973.2,2844,No,7.7,52,183477,769.56,203.64,Paramount,143.33
MOV7193,Movie 1635,Horror,English,Warner Bros,20:58.5,India,120.35,155,12.39,26.34,224.86,4400,No,8.8,44,332725,140.15,84.71,Warner Bros,46.77
MOV1022,Movie 1636,Animation,German,Sony Pictures,20:58.5,France,17.72,164,11.06,25.87,52.07,2971,Yes,5.6,58,125124,41.38,10.69,Netflix,6.11
MOV9077,Movie 1637,Drama,Japanese,Paramount,20:58.5,UK,15.08,89,5.03,10.9,101.97,2223,Yes,9,89,300471,70.32,31.65,Warner Bros,2.38
MOV7986,Movie 1638,Sci-Fi,Hindi,Sony Pictures,20:58.5,UK,58.53,115,48.01,139.86,765.2,885,Yes,5.5,27,33965,539.35,225.85,Sony Pictures,12.82
MOV2685,Movie 1639,Adventure,French,Warner Bros,20:58.5,Japan,111.09,95,43.29,74.73,537.14,1374,Yes,5,20,148749,388.8,148.34,Paramount,22.93
MOV8917,Movie 1640,Drama,Hindi,Warner Bros,20:58.5,France,99.15,114,29.5,68.64,311.8,2082,No,8.3,62,356583,227.99,83.81,Paramount,12.06
MOV7925,Movie 1641,Romance,German,Disney,20:58.5,China,31.86,149,31.8,93.45,719.02,3577,No,4.6,75,47587,519.04,199.98,Warner Bros,14.49
MOV4102,Movie 1642,Action,Korean,Paramount,20:58.5,France,121.54,87,11.35,26.26,156.32,2933,Yes,5.5,49,139261,92.66,63.66,Sony Pictures,39.39
MOV4835,Movie 1643,Drama,English,Warner Bros,20:58.5,China,248.83,88,20.61,31.81,96.84,4833,Yes,7.6,78,472134,55.23,41.61,Paramount,114.45
MOV2072,Movie 1644,Drama,German,Netflix Originals,20:58.5,South Korea,125.66,129,21.29,47.8,386.09,4750,No,7.3,77,290391,199.4,186.69,Fox Studios,40.72
MOV1995,Movie 1645,Comedy,German,Disney,20:58.5,UK,112.67,100,42.52,106.19,739.82,3932,Yes,8.5,85,30314,437.61,302.21,Amazon Prime,29.25
MOV3473,Movie 1646,Drama,French,Universal,20:58.5,India,53.76,155,7.39,17.35,61.24,4268,No,5.6,82,60776,36.66,24.58,Fox Studios,16.63
MOV5376,Movie 1647,Animation,Korean,Paramount,20:58.5,Germany,285.53,96,15.22,35.43,346.26,2018,No,7.1,36,454035,208.2,138.06,Netflix,97.02
MOV8611,Movie 1648,Horror,German,Universal,20:58.5,Japan,151.65,156,31.28,77.95,292.79,3631,No,6.5,57,202985,148.84,143.95,Warner Bros,28.72
MOV2261,Movie 1649,Romance,Spanish,Disney,20:58.5,India,252.62,119,12.09,30.84,166.46,1054,Yes,4,55,77337,130.36,36.1,Netflix,110.21
MOV9930,Movie 1650,Romance,Chinese,Sony Pictures,20:58.5,UK,7.07,118,49.3,108.62,1073.32,2558,Yes,9.3,41,76417,651.74,421.58,Paramount,2.19
